locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,country_code,location_type,hours_of_operation
novanthealth.org,https://www.novanthealth.org/home/services/imaging/imaging-locations/novant-health-breast-center-winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MQ-16,Novant Health Breast Center Winston-Salem,"2025 Frontis Plaza Blvd.,Suite 123",Winston-Salem,NC,27103,MQ16,336-397-6035,36.061503,-80.304168,US,imaging,"Mon-Fri 7 AM - 6 PM, Sat 8 AM - 4 PM"
novanthealth.org,https://www.novanthealth.org/home/services/imaging/imaging-locations/novant-health-breast-imaging-center-greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MQ-40,Novant Health Breast Imaging Center – Greensboro,"3515 West Market Street, Suite 320",Greensboro,NC,27403,MQ39,336-660-5420,36.073323,-79.845854,US,imaging,"Mon-Fri 8 AM - 5 PM, Special hours 12 AM - 12 AM"
novanthealth.org,https://www.novanthealth.org/home/services/imaging/imaging-locations/novant-health-breast-imaging-center-langtree.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MQ-13,Novant Health Breast Imaging Center Langtree,"106 Langtree Village Drive,Suite 201",Mooresville,NC,28117,MQ13,704-316-2087,35.528303,-80.866967,US,imaging,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/home/services/imaging/imaging-locations/novant-health-breast-imaging-center-mint-hill.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MQ-12,Novant Health Breast Imaging Center Mint Hill,"8201 Healthcare Loop,Suite 301",Charlotte,NC,28215,MQ12,980-302-3000,35.223035,-80.648386,US,imaging,Mon-Fri 7 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-breast-surgery---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-499,Novant Health Breast Surgery - Greensboro,"3515 W. Market Street, Suite 300",Greensboro,NC,27403,MG499,336-660-5540,36.073323,-79.845854,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-breastfeeding---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-555,Novant Health Breastfeeding - SouthPark,"6324 Fairview Road, Suite 435",Charlotte,NC,28210,MG555,980-302-8835,35.148824,-80.83527,US,clinic and outpatient center,Mon-Fri 8 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/home/services/surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-034,Novant Health Brunswick Endoscopy Center,"13 Medical Campus Drive,Suite 101",Supply,NC,28462,OP034,910-721-4300,34.015761,-78.283767,US,clinic and outpatient center,Mon-Fri 7 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/Brunswick-Medical-Center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-01,Novant Health Brunswick Medical Center,240 Hospital Drive,Bolivia,NC,28422,MC01,910-721-1000,34.031277,-78.260251,US,hospital,Open 24 hours
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-035,Novant Health Cancer Institute - Ballantyne,"14135 Ballantyne Corporate Place,Suite 200 & 160",Charlotte,NC,28277,MG035,980-302-7120,35.057879,-80.856893,US,clinic and outpatient center,"Fri 8:30 AM - 1:30 PM, Mon-Thu 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-580,Novant Health Cancer Institute - Elizabeth (Breast Cancer),"125 Queens Road, Suite 520",Charlotte,NC,28204,MG580,980-302-6500,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-194,Novant Health Cancer Institute - Elizabeth (Cancer Risk & Genetics),"125 Queens Road, Suite 560",Charlotte,NC,28204,MG194,980-302-6270,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-036,Novant Health Cancer Institute - Elizabeth (Cellular Therapy & Apheresis),"125 Queens Road, Suite 600",Charlotte,NC,28204,MG036,980-302-6600,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-578,Novant Health Cancer Institute - Elizabeth (Gastrointestinal & Hepatobiliary Cancer),"125 Queens Road, Suite 430",Charlotte,NC,28204,MG578,980-302-6300,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-577,Novant Health Cancer Institute - Elizabeth (Genitourinary Cancer),"125 Elizabeth Drive, Suite 420",Charlotte,NC,28204,MG577,980-302-6450,35.270862,-80.759236,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-112,Novant Health Cancer Institute - Elizabeth (Gynecologic Oncology),"125 Queens Road, Suite 540",Charlotte,NC,28204,MG112,980-302-6560,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-579,Novant Health Cancer Institute - Elizabeth (Head & Neck),"125 Queens Road, Suite 400",Charlotte,NC,28204,MG579,980-302-6400,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-128,Novant Health Cancer Institute - Elizabeth (Hematology),"125 Queens Road, Suite 600",Charlotte,NC,28204,MG128,980-302-6600,35.211544,-80.82656,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-145,Novant Health Cancer Institute - Elizabeth (Integrative Medicine),"125 Queens Road, Suite 500",Charlotte,NC,28204,MG145,980-302-6380,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-581,Novant Health Cancer Institute - Elizabeth (Palliative Care),"125 Queens Road, Suite 510",Charlotte,NC,28204,MG581,980-302-6440,35.211904,-80.826853,US,clinic and outpatient center,"Tue 8 AM - 12 PM, Wed-Thu 1 PM - 4 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-389,Novant Health Cancer Institute – Elizabeth (Thoracic Oncology),"125 Queens Road, Suite 640",Charlotte,NC,28204,MG389,980-302-6700,35.211544,-80.82656,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth-consultative-care.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-032 ,Novant Health Cancer Institute - Forsyth (Genetics Counseling),1010 Bethesda Court,Winston-Salem,NC,27103,MG032,336-277-6000,36.07596,-80.29576,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-129,Novant Health Cancer Institute - Forsyth (Hematology),3333 Silas Creek Parkway,Winston-Salem,NC,27103,MG129,336-718-5570,36.076444,-80.29657,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-229,Novant Health Cancer Institute - Forsyth (Medical Oncology),3333 Silas Creek Parkway,Winston-Salem,NC,27103,MG229,866-611-3722,36.076444,-80.29657,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth-consultative-care.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-032 ,Novant Health Cancer Institute - Forsyth (Multispecialty Care),1010 Bethesda Court,Winston-Salem,NC,27103,MG195,336-277-6600,36.07596,-80.29576,US,clinic and outpatient center,Fri 8 AM - 12 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth-consultative-care.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-032 ,Novant Health Cancer Institute - Forsyth (Risk Counseling),1010 Bethesda Court,Winston-Salem,NC,27103,MG033,336-277-6000,36.07596,-80.29576,US,clinic and outpatient center,Tue-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---forsyth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-543,Novant Health Cancer Institute - Forsyth (Symptom Management),3333 Silas Creek Parkway,Winston-Salem,NC,27103,MG543,336-277-8800,36.076444,-80.29657,US,clinic and outpatient center,Wed 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---gastonia.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-540,Novant Health Cancer Institute - Gastonia (Gynecologic Oncology),2290 Remount Road,Gastonia,NC,28054,MG540,704-384-8200,35.266705,-81.138007,US,clinic and outpatient center,Thu 9 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-533,Novant Health Cancer Institute - Greensboro,"3515 West Market Street, Suite 310",Greensboro,NC,27403,MG533,336-564-4170,36.073323,-79.845854,US,clinic and outpatient center,Tue 1 PM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-450,Novant Health Cancer Institute - Huntersville,"10030 Gilead Rd,Suite 350",Huntersville,NC,28078,MG450,980-302-7100,35.40645,-80.860179,US,clinic and outpatient center,"Fri 8:30 AM - 12 PM, Mon-Thu 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-224,Novant Health Cancer Institute - Kernersville,"1710 Kernersville Medical Parkway,Suite 116",Kernersville,NC,27284,MG224,336-564-4170,36.090751,-80.045198,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-integrative-medicine---forsyth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-146 ,Novant Health Cancer Institute - Kimel Park (Integrative Medicine),"190 Kimel Park Drive, Suite 125",Winston-Salem,NC,27103,MG146,336-277-6009,36.058342,-80.303726,US,clinic and outpatient center,Mon-Fri 9:30 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---lake-norman-breast-surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-575,Novant Health Cancer Institute - Lake Norman (Breast Surgery),"9735 Kincey Avenue, Suite 205",Huntersville,NC,28078,MG575,980-302-7150,35.404518,-80.864575,US,clinic and outpatient center,"Mon-Tue 8 AM - 5 PM, Thu-Fri 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---matthews-breast-surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-576,Novant Health Cancer Institute - Matthews (Breast Surgery),"1450 Matthews Township Parkway, Suite 320",Matthews,NC,28105,MG576,980-302-8840,35.119634,-80.714252,US,clinic and outpatient center,"Thu-Fri 8 AM - 5 PM, Tue 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-037,Novant Health Cancer Institute - Matthews (Medical Oncology),1700 Matthews Township Parkway,Matthews,NC,28105,MG037,980-302-7010,35.121903,-80.709858,US,clinic and outpatient center,"Fri 8:30 AM - 1:30 PM, Mon-Thu 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---mint-hill.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-474,Novant Health Cancer Institute - Mint Hill,"8201 Healthcare Loop,Suite 201",Charlotte,NC,28215,MG474,980-302-2000,35.22274,-80.647528,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---mooresville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-451,Novant Health Cancer Institute - Mooresville,"170 Medical Park Road, Suite 101",Mooresville,NC,28117,MG451,980-302-7070,35.550877,-80.851012,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---mount-airy.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-225,Novant Health Cancer Institute - Mount Airy,"865 Westlake Drive,Suite 200",Mount Airy,NC,27030,MG225,336-783-6935,36.52632,-80.630871,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---rowan.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-567,Novant Health Cancer Institute - Rowan,"631 Mocksville Avenue,Suite 1020",Salisbury,NC,28144,MG567,<MISSING>,35.682832,-80.471888,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---southpark-breast-surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-560,Novant Health Cancer Institute - SouthPark (Breast Surgery),"6324 Fairview Road, Suite 420",Charlotte,NC,28210,MG560,980-302-8840,35.148824,-80.83527,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---statesville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-226,Novant Health Cancer Institute - Statesville,"276 Old Mocksville Road,Suite 800",Statesville,NC,28687,MG226,704-873-5150,35.821506,-80.829518,US,clinic and outpatient center,Tue-Wed 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-227,Novant Health Cancer Institute - Thomasville,"1213 Lexington Ave.,Suite B",Thomasville,NC,27360,MG227,336-481-1950,35.882752,-80.111931,US,clinic and outpatient center,Mon-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---university-city.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-478,Novant Health Cancer Institute - University City,"8401 University Executive Park Drive, Suite 130",Charlotte,NC,28262,MG478,980-302-7050,35.303366,-80.754285,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cancer-institute---wilkesboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-228,Novant Health Cancer Institute - Wilkesboro,1913 W Park Drive,North Wilkesboro,NC,28659,MG228,336-903-6362,36.155632,-81.162473,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/home/services/cancer/cancer-patients--family/buddy-kemp-cancer-support-center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-037,Novant Health Cancer Institute Buddy Kemp Support Center,242 South Colonial Ave.,Charlotte,NC,28207,OP037,704-384-5223,35.208207,-80.825971,US,clinic and outpatient center,Mon-Fri 8:30 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/home/services/cancer/cancer-treatments/radiation-oncology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-052,Novant Health Cancer Institute Radiation Oncology - Charlotte,200 Hawthorne Lane,Charlotte,NC,28204,OP052,704-384-4188,35.212161,-80.823954,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-056,Novant Health Cancer Institute Radiation Oncology - Forsyth,3333 Silas Creek Parkway,Winston-Salem,NC,27103,OP056,336-718-5095,36.076444,-80.29657,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/home/services/cancer/cancer-treatments/radiation-oncology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-053,Novant Health Cancer Institute Radiation Oncology - Huntersville,10030 Gilead Road,Huntersville,NC,28078,OP053,704-316-6630,35.40645,-80.860179,US,clinic and outpatient center,Mon-Fri 7 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/home/services/cancer/cancer-treatments/radiation-oncology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-055,Novant Health Cancer Institute Radiation Oncology - Kernersville,1750 Kernersville Medical Parkway,Kernersville,NC,27284,OP055, 336-564-4090,36.091353,-80.044117,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/home/services/cancer/cancer-treatments/radiation-oncology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-054,Novant Health Cancer Institute Radiation Oncology - Rowan,229 Mocksville Ave.,Salisbury,NC,28144,OP054,704-210-6870,35.678002,-80.471536,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4:30 PM
